run_id,condition,agent_id,dp_index,keyword_score,judge_verdict,judge_reason,orchestrator_state,answer_keywords,question_fragment,response_text
s8_n3_dense_d3_dacs_t02_be884b,dacs,a3,12,1,CORRECT,The orchestrator directly addresses the vendor landscape coverage strategy question by making a clear decision to cover major PQC vendors with defensible rationale explaining why this approach serves the whitepaper's purpose while avoiding commercial bias.,FOCUS,pqshield|quantinuum|vendor,vendor landscape coverage strategy,"**STEERING DECISION for Agent a3**

**Decision:** Cover major PQC vendors — PQShield, Quantinuum, SandboxAQ, and IBM Quantum-Safe — to provide practitioners with an actionable procurement landscape. Frame as an ecosystem overview, not vendor endorsement.

**Rationale:**

- **Endorse a single vendor:** Commercially inappropriate for an independent whitepaper; undermines credibility, creates liability, and fails to serve practitioners with heterogeneous vendor relationships
- **Omit vendor landscape:** Misses the key practitioner use case — enterprises evaluating PQC adoption need to know *who offers compliant solutions*, not just *what the standards are*; omission renders the whitepaper incomplete for procurement planning
- **Cover major PQC vendors:** Provides actionable procurement map — enables security architects and procurement teams to shortlist vendors, initiate RFIs, and compare capabilities without commercial bias

**Section 13 scope guidance:**

- **PQShield:** Highlight as a pure-play PQC company with hardware security module integrations and API SDK offerings
- **Quantinuum:** Note for quantum key distribution (QKD) + PQC hybrid positioning; relevant for government/defense sectors
-"
s8_n3_dense_d3_dacs_t10_92b2b9,dacs,a3,4,1,CORRECT,"The response substantively addresses the steering question by explicitly identifying ""harvest-now/decrypt-later"" as the primary threat narrative, correctly dismissing overstatement of current quantum capabilities, and correcting the dangerous misconception that long-term data has no quantum risk — all directly relevant to threat model coverage for the PQC narrative.",FOCUS,harvest now|store now decrypt later|y2q,threat model coverage for PQC threat narrative,"**STEERING DECISION for Agent a3**

**Section 5 Threat Narrative: Harvest-Now / Store-Now-Decrypt-Later**

**Recommendation:** 'Harvest now, decrypt later' (HNDL) as the primary threat narrative — with explicit dismissal of quantum computers currently capable of breaking RSA (overstatement) and rebuttal of ""no quantum risk for long-term data"" (incorrect).

**Rationale:**

| Threat Framing | Assessment |
|----------------|------------|
| **Harvest-now / store-now-decrypt-later** | ✅ The operative threat — adversaries (state actors, criminal orgs) are archiving encrypted enterprise data today; decryption becomes feasible when CRQC exists |
| **""Quantum computers break RSA today""** | ❌ Factually inaccurate — current quantum computers lack sufficient qubits/error correction; overstating risk undermines credibility with technical audiences |
| **""Long-term data has no quantum risk""** | ❌ Dangerous misconception — government classified data, health records, IP, financial records all exceed 10–20 year sensitivity windows; HNDL makes retroactive exposure retroactive |

**Calibration guidance for Section 5:**

- **Primary threat:** Nation-state adversaries (APT groups) and well-resourced criminal organisations are capturing and storing encrypted traffic today — targeting data with 10+ year sensitivity
- **Attack window:** ""Store now, decrypt later"" — the threat begins the moment sensitive data is encrypted with classical algorithms, not when quantum hardware appears
- **Affected data categories:** Classified/government communications, health records (20+ year retention), financial records, IP/pat"
s8_n3_dense_d3_dacs_t08_91f04a,dacs,a3,5,1,CORRECT,"The response directly addresses the library recommendation question by selecting liboqs as the primary option, providing a comparison table with alternatives, and including concrete implementation details (algorithm names, GitHub repo, language bindings) that would be useful for the whitepaper.",FOCUS,liboqs|bouncycastle|library,PQC implementation library recommendation,"## STEERING DECISION: Agent a3

**Library Selection: liboqs (Open Quantum Safe) — Primary Recommendation**

### Rationale

| Option | Suitability | Verdict |
|--------|-------------|---------|
| **liboqs (Open Quantum Safe)** | Cross-platform (C, Python, Java); actively maintained by academic/industry consortium; implements all NIST-standardised algorithms (Kyber, Dilithium, SPHINCS+); production-ready bindings for TLS integrations (OpenSSL, BoringSSL) | ✓ **SELECTED** |
| Write PQC algorithms from scratch | Mathematically complex; security-critical bugs likely; never recommended for production use | ✗ Impractical + insecure |
| BouncyCastle PQC extension (JVM-only) | Valid for Java/Kotlin enterprise stacks; useful secondary option for JVM-heavy shops; however limits portability across Python, Go, Rust, C++ codebases | ✗ Platform-locked |

### Recommended Section 6 Content: ""Implementing Post-Quantum Cryptography""

**Include:**

- **liboqs** as primary library: Native C implementation + language bindings (Python, Java, Go, Rust); GitHub: `open-quantum-safe/liboqs`
- **Algorithm selection via liboqs**: `OQS_KEM_kyber_768`, `OQS_SIG_dilithium_3` as default enterprise profiles
- **TLS integration path**: Open Quantum Safe's OpenSSL fork (`oqs-provider`) for hybrid TLS in web servers; BoringSSL hybrid patches for Chrome/Chrome OS
- **BouncyCastle as secondary**: Recommend only for JVM-only environments where liboqs JVM binding integration is incomplete
- **What to avoid**: Custom algorithm implementations, proprietary PQC libraries without third-party audits

### Section 6 Recommended Structure

1. Library landscape overview (liboqs, BouncyCastle, vendor SDKs)
2"
s8_n3_dense_d3_dacs_t02_be884b,dacs,a3,5,1,CORRECT,"The orchestrator directly addresses the steering question by providing liboqs as the primary library recommendation with substantive technical rationale (NIST standardization, cross-platform support, cloud provider adoption) and discusses alternatives, all of which are directly relevant to PQC implementation guidance.",FOCUS,liboqs|bouncycastle|library,PQC implementation library recommendation,"**STEERING DECISION for Agent a3**

**Decision:** liboqs (Open Quantum Safe) as the primary recommended library, with BouncyCastle noted as a Java-ecosystem alternative only.

**Rationale:**

- **Option 2 (write from scratch):** Impractical and insecure — cryptanalytic implementation requires specialized expertise; rolling custom PQC implementations introduces vulnerabilities that well-studied, peer-reviewed libraries avoid
- **Option 3 (BouncyCastle JVM extension):** Valid within Java/JVM ecosystems but narrow scope; enterprises with polyglot or heterogeneous infrastructure need cross-platform coverage
- **liboqs:** The Open Quantum Safe project is the industry-standard open-source PQC library — actively maintained by academics and industry contributors, supports all NIST-standardized algorithms (Kyber, Dilithium, SPHINCS+), and provides bindings for C, C++, Python, Java, and Go; most major cloud providers (AWS, Google Cloud, Microsoft Azure) reference liboqs in their PQC implementations

**Section 6 scope guidance:**

- **Primary recommendation:** liboqs as the implementation foundation — cite as the reference library for hybrid PQC prototypes and pilots
- **Language-specific notes:** liboqs bindings exist for Python (oqs-python), Java (oqs-java), Go (oqs-go); mention these for teams already in those ecosystems
- **BouncyCastle caveat:** Note BouncyCastle's PQC extensions as acceptable for JVM-only shops but recommend evaluating liboqs Java bindings for consistency across platforms
- **Do not recommend"
s8_n3_dense_d3_dacs_t06_31c66c,dacs,a2,1,1,CORRECT,"The response correctly identifies Shapiro-Wilk test as the appropriate normality check method for the clinical trial context, providing sound statistical justification (power, sample size appropriateness for n=400, formal p-value for regulatory reporting) and a clear implementation decision tree for the subsequent parametric test selection.",FOCUS,shapiro|kolmogorov|normality test,normality check method before parametric test,"## Steering Decision: Agent a2

**Decision:** Confirm **Shapiro-Wilk test** as the normality verification method.

**Rationale:**

- Standard normality test for clinical trial datasets with n < 2000 ✓
- Most statistically powerful test for normality detection in this sample size ✓
- Provides formal p-value for reporting in analysis plan ✓
- Appropriate for n=400 (well within optimal range)

**Implementation approach:**

1. Apply Shapiro-Wilk test separately to each arm (treatment, control)
2. If both arms pass (p > 0.05) → proceed with Welch's t-test
3. If either arm fails (p ≤ 0.05) → fallback to Mann-Whitney U test
4. As secondary check: visually inspect histograms for extreme skewness/kurtosis

**Note:** Visual inspection alone or skipping normality check are not acceptable for RCT regulatory submissions.

**Proceed with Shapiro-Wilk normality verification, then run Welch's t-test on confirmed continuous normal data.**"
s8_n3_dense_d3_baseline_t06_c1275d,baseline,a1,2,0,INCORRECT,"No orchestrator response was provided - the response field is empty, so there is no content to evaluate for correctness in addressing sequence length handling for long legal documents.",FLAT,512|truncat|sliding window,sequence length handling for long legal documents,
s8_n3_dense_d3_baseline_t05_21fa95,baseline,a3,4,1,CORRECT,"The orchestrator correctly identifies ""harvest now, decrypt later"" as the primary PQC threat narrative and provides technically sound justification by explaining the active attack window and correctly rejecting false alternatives like ""quantum computers already break RSA"" and ""long-term data has no quantum risk.""",FLAT,harvest now|store now decrypt later|y2q,threat model coverage for PQC threat narrative,"# Steering Decision — Agent a3 [HIGH] ✅

**Decision: 'Harvest now, decrypt later' / 'Store now, decrypt later' as the primary threat narrative.**

---

## Rationale

**Harvest-now is the actionable threat that justifies urgency:**
- Nation-state actors and well-resourced adversaries are *already* archiving encrypted enterprise communications, financial records, and IP today
- They don't need quantum computers to exist yet — they're betting on future capability
- This means the ""attack window"" has already opened; waiting for quantum computers to materialize is too late

**The other options are either false or dangerously misleading:**

- *""Quantum computers already break RSA""* → **False**. Current quantum computers lack the qubit count and error correction needed. Overstating this undermines credibility with technical audiences who know this isn't true.

- *""Long-term data has no quantum risk""* → **Dangerously wrong**. Government classified data (30+ year classification), healthcare records, financial contracts, and trade secrets have sensitivity windows well beyond the timeline when quantum attacks become feasible.

---

## Recommended Section 5 Framing

1. **Primary threat**: Adversaries collecting encrypted data today (harvest-now)
"
s8_n3_dense_d3_dacs_t01_89b42f,dacs,a1,4,1,CORRECT,"The response directly addresses the learning rate schedule question by recommending linear warmup followed by cosine/linear decay, provides technically sound rationale (warmup protects pretrained weights, cosine decay aids convergence), includes implementation code, and considers alternatives—all of which substantively answers the steering question about scheduling for BERT fine-tuning.",FOCUS,warmup|cosine|linear warmup,learning rate schedule for BERT fine-tuning,"# Steering Decision: Agent a1

## Recommendation: **Linear warmup followed by cosine/linear decay**

### Rationale

| Factor | Decision |
|--------|----------|
| **Standard BERT recipe** | Warmup + decay is the canonical schedule used in original BERT paper and all downstream fine-tuning tasks |
| **Large pretrained weights** | Without warmup, large gradient updates on fragile pretrained weights cause catastrophic forgetting; warmup gradually restores adaptation |
| **Convergence stability** | Cosine decay provides smoother final convergence than step decay; linear is a valid simpler alternative |
| **Legal domain adaptation** | 50K fine-tuning examples — schedule ensures gradual domain shift from general → legal embeddings |

### Implementation
```python
from transformers import get_linear_schedule_with_warmup

num_training_steps = (len(train_loader) // accumulation_steps) * num_epochs
num_warmup_steps = int(0.1 * num_training_steps)  # 10% warmup

scheduler = get_linear_schedule_with_warmup(
    optimizer,
    num_warmup_steps=num_warmup_steps,
    num_training_steps=num_training_steps
)
```

### Rejected Alternatives
- **Constant LR**: Destabilizes early fine-tuning — large BERT weights receive oversized updates → pretrained knowledge destroyed
- **Cyclical LR**: Designed for training from scratch where exploration is beneficial; fine-tuning benefits from monotonic decay toward minimum

### Next Steering
With tokenizer, truncation, gradient accumulation, and LR schedule set, the baseline configuration is complete. Ready to proceed to initial training run and metrics collection before hyperparameter tuning."
s8_n3_dense_d3_dacs_t01_89b42f,dacs,a1,0,1,CORRECT,"The response directly addresses the steering question by recommending LegalBERT as the base model architecture, provides substantive rationale covering domain specificity, dataset adequacy, and architectural fit, and even addresses why alternatives were rejected.",FOCUS,bert|transformer|pretrained,base model architecture for legal text classifier,"# Steering Decision: Agent a1

## Recommendation: **LegalBERT** (Legal-domain pretrained transformer)

### Rationale

| Factor | Decision |
|--------|----------|
| **Domain specificity** | LegalBERT was pretrained on CaseLaw, EU documents, and legal corpora—directly applicable to legal classification |
| **Dataset size** | 50K labeled examples is sufficient to fine-tune a pretrained transformer effectively |
| **Category count** | 12-class multi-label classification is well-suited to transformer architectures |
| **Legal semantics** | TF-IDF/SVM would miss critical contextual cues (citations, conditional logic, precedents) |

### Implementation Notes
- Start with `nlpaueb/legal-bert-base-uncased` from HuggingFace
- Use classification head + cross-entropy loss for fine-tuning
- Reserve ~10% for validation during hyperparameter tuning

### Rejected Alternatives
- **BiLSTM from scratch**: Insufficient data to train competitive representation without transfer learning
- **General BERT**: Functional but LegalBERT captures domain-specific embeddings better
- **TF-IDF + SVM**: Computationally fast but inadequate for legal text nuance

---

**Proceed with LegalBERT fine-tuning pipeline. Next steering will address hyperparameters once baseline is established.**"
s8_n3_dense_d3_dacs_t03_534933,dacs,a3,8,1,CORRECT,"The response directly addresses certificate and PKI handling for the PQC transition by recommending X.509 certificates with Dilithium signatures, explaining the hybrid signature approach for interoperability, and addressing certificate chain integrity concerns — all substantive technical decisions relevant to the steering question.",FOCUS,x509|certificate|pki,certificate and PKI handling for PQC transition,"**STEERING DECISION for Agent a3:**

**Selected Approach:** X.509 certificates with PQC signature algorithms — CRYSTALS-Dilithium as the primary signature scheme in certificates; IETF draft specifications provide implementation pathway

**Rationale:**

- **Standards-aligned path:** IETF is actively developing hybrid and post-quantum X.509 certificate profiles; enterprises adopting now position for standards completion without breaking existing PKI workflows
- **Infrastructure compatibility:** X.509 is the universal enterprise certificate format — embedding Dilithium signatures in existing certificate structures avoids custom formats, proprietary extensions, or PKI rebuilds
- **Hybrid signature approach:** Like the TLS migration (Section 8), hybrid signatures (RSA/ECC + Dilithium) provide immediate quantum protection while maintaining interoperability with classical-only validators during transition
- **Certificate chain integrity:** Digital signatures on certificates themselves are a critical attack surface for harvest-now threats — adversaries targeting CA infrastructure or certificate validation logic will benefit from PQC signatures

**Recommended Section 9 Structure (~2 pages):**

1. **Why certificates matter for PQC:** Signature verification is the quantum-vulnerable operation; TLS key exchange protection (Section 8) is necessary but insufficient if certificate validation is compromised
2. **Dilithium in X.509:** How FIPS 204 algorithms integrate into certificate structures; key sizes, signature formats"
s8_n3_dense_d3_baseline_t10_12a431,baseline,a2,6,0,INCORRECT,"The response discusses post-quantum cryptography and TLS protocol deployment (hybrid KEM in TLS 1.3), which is entirely unrelated to the steering question about missing data imputation for clinical trials—a statistical method for handling incomplete datasets in clinical research.",FLAT,multiple imputation|mice|impute,missing data imputation for clinical trial,"## Orchestrator Decision

### Agent a3 — APPROVED

**Decision:** Cover **hybrid KEM in TLS 1.3** as the primary PQC deployment surface, with a clear note that TLS 1.2 with PQC cipher suites is deprecated and not recommended.

**Rationale:**
- TLS 1.3 is the **current standard protocol** — TLS 1.2 is being actively phased out by browsers and enterprises
- **X25519+Kyber-768 hybrid** is already deployed in production — supported by OQS-OpenSSL, BoringSSL (Chrome), and Apple's TLS stack
- **TLS is the primary enterprise key exchange surface** — covering PQC without TLS coverage would leave enterprises without the most actionable deployment path
- Skipping TLS entirely would be a significant gap — the vast majority of PQC deployment will occur through TLS stack upgrades

**Section 8 key messaging:**
- Lead with hybrid TLS 1.3 as the deployment path enterprises should target today
- Note which vendors/platforms already support hybrid KEM (Chrome, Safari, Cloudflare, AWS)
- Frame migration as a **TLS stack upgrade** rather than application-level changes — most enterprises will get PQC through infrastructure/vendor updates
- Flag that TLS 1.2 PQC variants exist"
s8_n3_dense_d3_dacs_t09_11cd71,dacs,a2,6,1,CORRECT,"The response directly addresses the missing data imputation question by recommending MICE as the appropriate method, explains why this is preferable to LOCF or complete case analysis for clinical trial data, and provides concrete implementation code using sklearn's IterativeImputer.",FOCUS,multiple imputation|mice|impute,missing data imputation for clinical trial,"# Steering Decision: Agent a2

**Missing Data Imputation: Multiple Imputation (MICE)** ✓

## Rationale

- **8% missing data is substantial** — complete case analysis would discard valuable patient information and reduce power
- **MICE (Multivariate Imputation by Chained Equations)** is the CONSORT-recommended gold standard for RCT missing data under the Missing At Random (MAR) assumption
- Preserves sample size and statistical efficiency — critical for intent-to-treat (ITT) analysis integrity
- **LOCF** is biased when missingness is related to treatment response or outcome trajectory (not MAR)
- **Complete case analysis** introduces selection bias and reduces power unnecessarily

## Recommended Implementation

```python
from sklearn.experimental import enable_iterative_imputer
from sklearn.impute import IterativeImputer
import pandas as pd
import numpy as np

# MICE implementation using sklearn
imputer = IterativeImputer(
    max_iter=20,
    random_state=42,
    verbose=0
)

# Include baseline covariates for better prediction
X_impute = df[['baseline_bp', 'age', 'bmi', 'treatment_group']]
X_imputed = imputer.fit_transform(X_impute)

# Run analysis on imputed datasets and pool results using Rubin's rules
```

## Workflow for Agent a2

1. **Document missingness pattern** — MCAR, MAR, or MNAR assessment
2. **Apply MICE** (5-10 imputations recommended) including baseline covariates
3. **Run primary analysis** (Welch's t-test) on each imputed dataset
4. **Pool results** using Rubin's rules:
   - Pooled estimate = mean of estimates
   - Pooled variance incorporates between-imputation variability
5. **Sensitivity analysis**: Report results with and without imputation (complete case subset)

## Final Checklist for Agent a2"
s8_n3_dense_d3_dacs_t05_30cdbf,dacs,a3,12,1,CORRECT,"The orchestrator provides a substantive decision on vendor coverage strategy by selecting specific vendors (PQShield, Quantinuum, SandboxAQ, IBM) with clear rationale for the selection criteria, and offers structural guidance for the section—directly addressing the steering question about how to handle vendor landscape coverage in the whitepaper.",FOCUS,pqshield|quantinuum|vendor,vendor landscape coverage strategy,"**DECISION: Cover major PQC vendors — PQShield, Quantinuum, SandboxAQ, and IBM Quantum-Safe — as a balanced procurement landscape overview**

**Rationale:**

- **Practitioner procurement need**: Enterprise security architects and procurement teams reading this whitepaper will ask ""who do we buy from?"" — omitting vendor coverage leaves the most actionable business question unanswered
- **Maintains whitepaper independence**: Providing a landscape overview is not an endorsement; it informs decisions. Single-vendor endorsement would compromise credibility and invite vendor complaints
- **Established vendor ecosystem**: These four represent distinct market positions — PQShield (embedded/Chips), Quantinuum (HSM/integration), SandboxAQ (SaaS/security posture), IBM (full-stack enterprise) — giving enterprises a representative procurement map
- **Avoids greenfield advocacy**: Coverage of established players validates that PQC is a buyable market, not a ""build your own"" scenario. SMEs and startups can be mentioned as ecosystem context without deep treatment

**Section 13 guidance — structure:**

1. **Why vendor landscape matters**: PQC is not purely a software patch — hardware, HSM integration, and managed services are part of the procurement mix
2. **Vendor landscape overview** (balanced, factual):

| Vendor | Primary Focus | Enterprise Fit |
|--------|---------------|----------------|
| **"
s8_n3_dense_d3_dacs_t10_92b2b9,dacs,a3,3,1,CORRECT,"The response substantively addresses the migration timeline question by recommending hybrid cryptography as the primary enterprise strategy, explicitly addressing timing concerns (harvest-now attack risks require starting migration before CRQC exists), and providing clear guidance on why immediate full cutover or waiting are impractical — directly framing the migration timeline issue for Section 4.",FOCUS,hybrid|crypto-agility|migration,migration timeline framing for PQC adoption,"**STEERING DECISION for Agent a3**

**Section 4 Migration Approach: Hybrid Cryptography / Crypto-Agility**

**Recommendation:** Hybrid cryptography (classical + PQC in parallel) as the primary enterprise migration strategy — with crypto-agility as the architectural foundation.

**Rationale:**

| Approach | Assessment |
|----------|------------|
| **Hybrid (classical + PQC)** | ✅ Industry consensus — CNSA 2.0, NIST, major vendors (Google, Cloudflare, Apple) all deploy hybrids today |
| **Immediate full cutover** | ❌ Breaks backward compatibility, impractical for heterogeneous enterprise environments, no legacy system path |
| **Wait for quantum** | ❌ Harvest-now attacks create retroactive risk — migration must start before cryptographically relevant quantum computers exist |

**Calibration guidance for Section 4:**

- Frame as **""defense-in-depth migration""** — hybrid doesn't require choosing between classical and PQC security; it provides both during transition
- Include concrete hybrid examples: X25519+Kyber-768 (TLS), ECDSA+P-256+Dilithium-2 (signatures)
- Address **crypto-agility architecture** — key/variant negotiation, algorithmic fallback, policy-driven cipher suite selection
- Provide **migration phasing**: (1) inventory + risk triage, (2) hybrid pilot deployments, (3) PQC-only hardening, (4) deprecate classical algorithms
- Note CNSA 2.0 timeline as external forcing function (2030 for full P"
s8_n3_dense_d3_dacs_t01_89b42f,dacs,a3,6,1,CORRECT,"The orchestrator directly addresses the steering question by confirming a specific risk assessment model (attack surface + threat model framework) with defensible rationale explaining why it was chosen over alternatives (financial cost model alone, qualitative risk matrix) and outlines concrete framework components for the whitepaper.",FOCUS,attack surface|threat model|risk,risk assessment model for PQC enterprise adoption,"**STEERING DECISION: Risk Assessment Model Confirmed**

**Approach:** Attack surface + threat model framework — classify enterprise assets by quantum sensitivity window and cryptographic exposure.

**Rationale:**
- **Financial cost model alone is insufficient** — misses the critical technical risk dimensions: which assets use asymmetric crypto, what data sensitivity windows apply, and where the cryptographic attack surface exists
- **Qualitative risk matrix without asset mapping is too vague** — security practitioners need concrete asset inventory linkage to drive actionable migration priorities; a generic risk matrix doesn't map to infrastructure decisions
- **Attack surface + threat model is the standard enterprise security assessment pattern** — aligns with existing frameworks (NIST CSF, ISO 27001) that security teams already use; adapts naturally to the quantum threat dimension

**Framework Components:**
1. **Cryptographic asset inventory** — enumerate all asymmetric crypto touchpoints (TLS endpoints, code signing pipelines, key management systems, authentication infrastructure, VPN gateways, encrypted databases)
2. **Sensitivity window classification** — assign data retention sensitivity periods:
   - **Critical (>10 years):** classified data, strategic IP, health records, financial instruments
   - **High (5–10 years):** business contracts, PII, authentication credentials
   - **Moderate (1–5 years):** operational communications, internal documents
   - **Low (<1 year):** transient"
s8_n3_dense_d3_baseline_t05_21fa95,baseline,a1,3,1,CORRECT,,FLAT,gradient accumulation|micro-batch|accumulation,batch size strategy for GPU memory constraint,"# Orchestrator Steering Decisions

---

## Agent a1 — Batch Size Strategy for 16GB GPU [MEDIUM] ✅

**Decision: Gradient accumulation — 8 micro-batches of 4 (effective batch=32, GPU-safe)**

**Rationale:**
- Maintains effective batch size of 32 → preserves gradient estimation quality
- Single forward/backward pass at micro-batch level → GPU memory fits
- Standard technique in BERT training documentation (Hugging Face, original BERT papers)
- Mixed precision (FP16) should still be enabled as secondary optimization, but gradient accumulation is the primary OOM solution

**Actionable next step:** Configure `gradient_accumulation_steps=8` and `per_device_batch_size=4` in training config. Enable FP16 for additional headroom.

---

## Agent a2 — Effect Size Measure for Clinical Significance [MEDIUM] ✅

**Decision: Cohen's d (standardised mean difference)**

**Rationale:**
- Primary outcome is continuous (BP reduction in mmHg) → Cohen's d standardises across studies for meta"
s8_n3_dense_d3_dacs_t05_30cdbf,dacs,a1,11,1,CORRECT,"The response directly addresses the checkpoint save strategy question by recommending saving based on best validation loss or macro F1, providing clear rationale (generalization, early stopping alignment, metric consistency) and a practical implementation using HuggingFace Transformers' `Trainer` API.",FOCUS,best model|lowest val|checkpoint,model checkpoint save strategy,"## Steering Decision: Agent a1

**Recommendation: Save the model checkpoint with best validation loss (or highest macro F1)**

### Rationale

1. **Standard training loop practice**: Saving the best-validation checkpoint is universal for BERT fine-tuning—ensures you retain the model state that generalizes, not the state from an overfitted final epoch.

2. **Aligns with early stopping**: Since patience-based early stopping (N=3 epochs) was configured, the best model may occur well before training terminates. Saving only the last epoch would discard this optimal checkpoint.

3. **Metric consistency**: Using validation loss or validation macro-F1 as the checkpoint criterion maintains consistency with the early stopping monitor—both track generalization quality.

4. **Practical implementation**:
   ```python
   from transformers import Trainer
   
   trainer = Trainer(
       model=model,
       args=training_args,
       eval_strategy=""epoch"",
       save_strategy=""epoch"",
       load_best_model_at_end=True,  # Restores best checkpoint after training
       metric_for_best_model=""eval_loss"",  # or ""eval_macro_f1""
       greater_is_better=False  # True for F1, False for loss
   )
   ```

5. **Rejection of alternatives**:
   - **Save every epoch**: Disk wasteful (12+ checkpoints for a typical fine-tuning run); no benefit since best model is retained anyway
   - **Save only last epoch**: Breaks the training experiment—if early stopping triggers at epoch 5 but best model was at epoch 3, you've lost it

### Next step: Execute training run with all configured components (LegalBERT + WordPiece tokenizer, 512-token truncation, gradient accumulation batch=32, AdamW, warmup+decay, focal loss, back-translation augmentation, macro-F1 metric, early"
s8_n3_dense_d3_baseline_t04_b4e8cf,baseline,a3,6,1,CORRECT,"The orchestrator directly addresses the steering question by recommending a specific risk assessment framework (Attack Surface + Threat Model), justifying why it was chosen over alternatives, and outlining a concrete framework structure with actionable components like Asset Inventory and Sensitivity Window classification.",FLAT,attack surface|threat model|risk,risk assessment model for PQC enterprise adoption,"# Orchestrator Decision — Agent a3 Steering Request

**Task:** Risk assessment model for PQC whitepaper Section 7

---

## Decision: Attack Surface + Threat Model Framework ✓

**Confirmed:** Recommend an attack-surface and threat-model-based risk framework for enterprise PQC self-assessment.

| Option | Verdict | Reason |
|--------|---------|---------|
| **Attack Surface + Threat Model** | ✓ **Primary** | Maps to existing enterprise security practices; classifies assets by quantum sensitivity window and cryptographic exposure — actionable for security teams |
| Financial cost model only | ✗ Incomplete | Misses technical risk dimensions (algorithm exposure, data sensitivity, system interdependencies) |
| Qualitative risk matrix (no asset mapping) | ✗ Too vague | Security teams need specific asset-level guidance, not generic risk categories |

### Recommended Framework Structure:

1. **Asset Inventory** — Classify systems by cryptographic dependency (RSA/ECC usage, key sizes, protocol types)
2. **Sensitivity Window** — Tag data by confidentiality requirements (0–2yr, "
s8_n3_dense_d3_baseline_t02_d1254f,baseline,a1,13,0,INCORRECT,"The response discusses executive-level business risk framing for quantum cryptography migration (harvest-now threats, CISO action items, TCO frameworks), which is completely unrelated to the steering question about inference optimization for production deployment of a BERT text classifier, and the agent domain of training and tuning such a classifier.",FLAT,onnx|quantiz|distil,inference optimization for production deployment,"## Orchestrator Decision

### Agent a3 — Executive Summary Framing ✓

**Decision: Business risk framing — harvest-now threat creates urgency, migration cost is manageable, CISO action items defined**

**Rationale:**

- Executive summaries must speak the language of decision-makers (risk, cost, action) — not algorithms. Technical algorithm comparisons belong in the body, not at the top
- The harvest-now / store-now-decrypt-later threat provides the **urgency hook** executives need: adversaries are collecting encrypted data today, long before quantum computers arrive. This reframes PQC from ""future speculation"" to **active risk management**
- Framing migration cost as manageable prevents the common executive response of deferring indefinitely — the TCO framework from Section "
s8_n3_dense_d3_baseline_t01_9e10b0,baseline,a2,7,0,INCORRECT,"The orchestrator response discusses X.509 certificates and post-quantum cryptography (PQC/Dilithium), which is entirely unrelated to sample size justification methods for statistical hypothesis testing on clinical trial data.",FLAT,power|statistical power|power calculation,sample size justification method,"## Orchestrator Response — Agent a3 Steering Decision

## Decision: X.509 Certificates with PQC Signature Algorithms (Dilithium) ✓ CONFIRMED

**Answer**: X.509 certificates with PQC signature algorithms (Dilithium) — the standardized PKI transition path.

---

## Rationale

| Option | Verdict | Reasoning |
|--------|---------|-----------|
| **X.509 with PQC signatures (Dilithium)** | ✓ **SELECTED** | Maintains existing PKI infrastructure; IETF drafts in progress; backward-compatible migration path |
| Custom certificate format | ✗ Rejected | Incompatible with existing PKI; requires complete infrastructure overhaul; not deployable |
| Reuse RSA certificates unchanged | ✗ Rejected | Defeats entire PQC migration purpose; quantum adversaries can still forge signatures |

---

## Recommended Section 9 Structure

1. **Why existing X.509 PKI adapts, not replaces** — ""Enterprises have billions of certificates deployed; X.509 extension mechanisms allow PQC algorithm integration without replacing the PKI backbone""
2. **Dilithium in X.509** — IETF draft status; signature algorithm OID registration"
s8_n3_dense_d3_dacs_t08_91f04a,dacs,a1,13,1,CORRECT,"The orchestrator makes a clear, technically defensible decision (ONNX + INT8 quantization) for production inference optimization, directly addressing the steering question with relevant trade-off analysis against alternatives like TorchScript and knowledge distillation.",FOCUS,onnx|quantiz|distil,inference optimization for production deployment,"**DECISION for Agent a1:**

**Inference Optimization: ONNX Export with INT8 Quantization**

**Rationale:**
- ONNX + INT8 quantization delivers 2–4× latency reduction while preserving model accuracy — the standard path to <50ms p99 BERT inference targets
- TorchScript provides PyTorch-native optimization but limited portability and smaller speedup (~1.5×); insufficient alone for <50ms target
- Knowledge distillation to DistilBERT would require full retraining from scratch, discarding the hard-earned 0.89 macro F1 from LegalBERT fine-tuning — unacceptable given the investment
- INT8 quantization reduces model footprint and memory bandwidth requirements; legal document inference benefits significantly as sequences are typically 512–1024 tokens
- ONNX Runtime provides hardware-specific optimizations (TensorRT on GPU, VNNI on CPU) beyond standard PyTorch serving

**Recommended Implementation:**

```python
import torch
from transformers import AutoModelForSequenceClassification
from onnxruntime.quantization import quantize_dynamic, QuantType

# 1. Export trained LegalBERT to ONNX
model = AutoModelForSequenceClassification.from_pretrained(
    ""./legalbert-classifier/best_checkpoint""
)
model.eval()

# Prepare dummy input matching legal document tokenization
dummy_input = {
    ""input_ids"": torch.randint(0, 30000, (1, 512)),
    ""attention_mask"": torch.ones(1, 512, dtype=torch.long),
    ""token_type_ids"": torch.zeros(1, 512, dtype=torch.long),
}

# Export to ONNX
torch.onnx.export(
    model,
    (dummy_input[""input"
