run_id,batch_id,condition,agent_id,domain,question,gold,answer,exact_match,llm_corrected
gaia_b06_n3_dacs_t03_4ff3ea,gaia_b06_n3,dacs,a2,music,Which British rock band released the album 'Dark Side of the Moon' in 1973?,pink floyd,Pink Floyd,True,False
gaia_b06_n3_dacs_t03_4ff3ea,gaia_b06_n3,dacs,a3,geography,What is the highest mountain in Africa?,mount kilimanjaro,Mount Kilimanjaro,True,False
gaia_b06_n3_dacs_t03_62ebae,gaia_b06_n3,dacs,a1,sport,How many Grand Slam singles titles did Serena Williams win in her professional career?,23,23,True,False
gaia_b06_n3_dacs_t03_62ebae,gaia_b06_n3,dacs,a2,music,Which British rock band released the album 'Dark Side of the Moon' in 1973?,pink floyd,Pink Floyd,True,False
gaia_b06_n3_dacs_t03_62ebae,gaia_b06_n3,dacs,a3,geography,What is the highest mountain in Africa?,mount kilimanjaro,Mount Kilimanjaro,True,False
gaia_b06_n3_dacs_t04_267f16,gaia_b06_n3,dacs,a1,sport,How many Grand Slam singles titles did Serena Williams win in her professional career?,23,23,True,False
gaia_b06_n3_dacs_t04_267f16,gaia_b06_n3,dacs,a2,music,Which British rock band released the album 'Dark Side of the Moon' in 1973?,pink floyd,Pink Floyd,True,False
gaia_b06_n3_dacs_t04_267f16,gaia_b06_n3,dacs,a3,geography,What is the highest mountain in Africa?,mount kilimanjaro,Mount Kilimanjaro,True,False
gaia_b06_n3_dacs_t04_304b4e,gaia_b06_n3,dacs,a1,sport,How many Grand Slam singles titles did Serena Williams win in her professional career?,23,23,True,False
gaia_b06_n3_dacs_t04_304b4e,gaia_b06_n3,dacs,a2,music,Which British rock band released the album 'Dark Side of the Moon' in 1973?,pink floyd,Pink Floyd,True,False
gaia_b06_n3_dacs_t04_304b4e,gaia_b06_n3,dacs,a3,geography,What is the highest mountain in Africa?,mount kilimanjaro,Mount Kilimanjaro,True,False
gaia_b06_n3_dacs_t05_2c619f,gaia_b06_n3,dacs,a1,sport,How many Grand Slam singles titles did Serena Williams win in her professional career?,23,23,True,False
gaia_b06_n3_dacs_t05_2c619f,gaia_b06_n3,dacs,a2,music,Which British rock band released the album 'Dark Side of the Moon' in 1973?,pink floyd,Pink Floyd,True,False
gaia_b06_n3_dacs_t05_2c619f,gaia_b06_n3,dacs,a3,geography,What is the highest mountain in Africa?,mount kilimanjaro,Mount Kilimanjaro,True,False
gaia_b06_n3_dacs_t05_3bda44,gaia_b06_n3,dacs,a1,sport,How many Grand Slam singles titles did Serena Williams win in her professional career?,23,23,True,False
gaia_b06_n3_dacs_t05_3bda44,gaia_b06_n3,dacs,a2,music,Which British rock band released the album 'Dark Side of the Moon' in 1973?,pink floyd,Pink Floyd,True,False
gaia_b06_n3_dacs_t05_3bda44,gaia_b06_n3,dacs,a3,geography,What is the highest mountain in Africa?,mount kilimanjaro,Mount Kilimanjaro,True,False
gaia_b07_n3_baseline_t01_a37a63,gaia_b07_n3,baseline,a1,history,Who was the 16th President of the United States?,abraham lincoln,Abraham Lincoln,True,False
gaia_b07_n3_baseline_t01_a37a63,gaia_b07_n3,baseline,a2,science,"What is the most abundant gas in Earth's atmosphere, by percentage?",nitrogen,Nitrogen,True,False
gaia_b07_n3_baseline_t01_a37a63,gaia_b07_n3,baseline,a3,film,Who directed the 2010 film 'Inception'?,christopher nolan,Christopher Nolan,True,False
gaia_b07_n3_baseline_t01_f632e7,gaia_b07_n3,baseline,a1,history,Who was the 16th President of the United States?,abraham lincoln,Abraham Lincoln,True,False
gaia_b07_n3_baseline_t01_f632e7,gaia_b07_n3,baseline,a2,science,"What is the most abundant gas in Earth's atmosphere, by percentage?",nitrogen,Nitrogen,True,False
gaia_b07_n3_baseline_t01_f632e7,gaia_b07_n3,baseline,a3,film,Who directed the 2010 film 'Inception'?,christopher nolan,Christopher Nolan,True,False
gaia_b07_n3_baseline_t02_003682,gaia_b07_n3,baseline,a1,history,Who was the 16th President of the United States?,abraham lincoln,Abraham Lincoln,True,False
gaia_b07_n3_baseline_t02_003682,gaia_b07_n3,baseline,a2,science,"What is the most abundant gas in Earth's atmosphere, by percentage?",nitrogen,"Nitrogen (N₂), approximately 78%",True,False
gaia_b07_n3_baseline_t02_003682,gaia_b07_n3,baseline,a3,film,Who directed the 2010 film 'Inception'?,christopher nolan,Christopher Nolan,True,False
gaia_b07_n3_baseline_t02_3ee681,gaia_b07_n3,baseline,a1,history,Who was the 16th President of the United States?,abraham lincoln,Abraham Lincoln,True,False
gaia_b07_n3_baseline_t02_3ee681,gaia_b07_n3,baseline,a2,science,"What is the most abundant gas in Earth's atmosphere, by percentage?",nitrogen,Nitrogen,True,False
gaia_b07_n3_baseline_t02_3ee681,gaia_b07_n3,baseline,a3,film,Who directed the 2010 film 'Inception'?,christopher nolan,Christopher Nolan,True,False
gaia_b07_n3_baseline_t03_0cf604,gaia_b07_n3,baseline,a1,history,Who was the 16th President of the United States?,abraham lincoln,Abraham Lincoln,True,False
gaia_b07_n3_baseline_t03_0cf604,gaia_b07_n3,baseline,a2,science,"What is the most abundant gas in Earth's atmosphere, by percentage?",nitrogen,Nitrogen,True,False
gaia_b07_n3_baseline_t03_0cf604,gaia_b07_n3,baseline,a3,film,Who directed the 2010 film 'Inception'?,christopher nolan,Christopher Nolan,True,False
gaia_b07_n3_baseline_t03_89a745,gaia_b07_n3,baseline,a1,history,Who was the 16th President of the United States?,abraham lincoln,Abraham Lincoln,True,False
gaia_b07_n3_baseline_t03_89a745,gaia_b07_n3,baseline,a2,science,"What is the most abundant gas in Earth's atmosphere, by percentage?",nitrogen,Nitrogen (approximately 78%),True,False
gaia_b07_n3_baseline_t03_89a745,gaia_b07_n3,baseline,a3,film,Who directed the 2010 film 'Inception'?,christopher nolan,Christopher Nolan,True,False
gaia_b07_n3_baseline_t04_0d88cf,gaia_b07_n3,baseline,a1,history,Who was the 16th President of the United States?,abraham lincoln,Abraham Lincoln,True,False
gaia_b07_n3_baseline_t04_0d88cf,gaia_b07_n3,baseline,a2,science,"What is the most abundant gas in Earth's atmosphere, by percentage?",nitrogen,Nitrogen,True,False
gaia_b07_n3_baseline_t04_0d88cf,gaia_b07_n3,baseline,a3,film,Who directed the 2010 film 'Inception'?,christopher nolan,Christopher Nolan,True,False
gaia_b07_n3_baseline_t04_7d574b,gaia_b07_n3,baseline,a1,history,Who was the 16th President of the United States?,abraham lincoln,Abraham Lincoln,True,False
gaia_b07_n3_baseline_t04_7d574b,gaia_b07_n3,baseline,a2,science,"What is the most abundant gas in Earth's atmosphere, by percentage?",nitrogen,"Nitrogen (N₂), approximately 78%",True,False
gaia_b07_n3_baseline_t04_7d574b,gaia_b07_n3,baseline,a3,film,Who directed the 2010 film 'Inception'?,christopher nolan,Christopher Nolan,True,False
gaia_b07_n3_baseline_t05_625f37,gaia_b07_n3,baseline,a1,history,Who was the 16th President of the United States?,abraham lincoln,Abraham Lincoln,True,False
gaia_b07_n3_baseline_t05_625f37,gaia_b07_n3,baseline,a2,science,"What is the most abundant gas in Earth's atmosphere, by percentage?",nitrogen,"Nitrogen (N₂), approximately 78%",True,False
gaia_b07_n3_baseline_t05_625f37,gaia_b07_n3,baseline,a3,film,Who directed the 2010 film 'Inception'?,christopher nolan,Christopher Nolan,True,False
gaia_b07_n3_baseline_t05_66b5c8,gaia_b07_n3,baseline,a1,history,Who was the 16th President of the United States?,abraham lincoln,Abraham Lincoln,True,False
gaia_b07_n3_baseline_t05_66b5c8,gaia_b07_n3,baseline,a2,science,"What is the most abundant gas in Earth's atmosphere, by percentage?",nitrogen,"Nitrogen (N₂), approximately 78%",True,False
gaia_b07_n3_baseline_t05_66b5c8,gaia_b07_n3,baseline,a3,film,Who directed the 2010 film 'Inception'?,christopher nolan,Christopher Nolan,True,False
gaia_b07_n3_dacs_t01_5e148d,gaia_b07_n3,dacs,a1,history,Who was the 16th President of the United States?,abraham lincoln,Abraham Lincoln,True,False
gaia_b07_n3_dacs_t01_5e148d,gaia_b07_n3,dacs,a2,science,"What is the most abundant gas in Earth's atmosphere, by percentage?",nitrogen,"Nitrogen (N₂), approximately 78%",True,False
gaia_b07_n3_dacs_t01_5e148d,gaia_b07_n3,dacs,a3,film,Who directed the 2010 film 'Inception'?,christopher nolan,Christopher Nolan,True,False
gaia_b07_n3_dacs_t01_6883d2,gaia_b07_n3,dacs,a1,history,Who was the 16th President of the United States?,abraham lincoln,Abraham Lincoln,True,False
gaia_b07_n3_dacs_t01_6883d2,gaia_b07_n3,dacs,a2,science,"What is the most abundant gas in Earth's atmosphere, by percentage?",nitrogen,Nitrogen (N₂),True,False
gaia_b07_n3_dacs_t01_6883d2,gaia_b07_n3,dacs,a3,film,Who directed the 2010 film 'Inception'?,christopher nolan,Christopher Nolan,True,False
gaia_b07_n3_dacs_t02_32d8a7,gaia_b07_n3,dacs,a1,history,Who was the 16th President of the United States?,abraham lincoln,Abraham Lincoln,True,False
gaia_b07_n3_dacs_t02_32d8a7,gaia_b07_n3,dacs,a2,science,"What is the most abundant gas in Earth's atmosphere, by percentage?",nitrogen,Nitrogen (approximately 78%),True,False
gaia_b07_n3_dacs_t02_32d8a7,gaia_b07_n3,dacs,a3,film,Who directed the 2010 film 'Inception'?,christopher nolan,Christopher Nolan,True,False
gaia_b07_n3_dacs_t02_88fe2b,gaia_b07_n3,dacs,a1,history,Who was the 16th President of the United States?,abraham lincoln,Abraham Lincoln,True,False
gaia_b07_n3_dacs_t02_88fe2b,gaia_b07_n3,dacs,a2,science,"What is the most abundant gas in Earth's atmosphere, by percentage?",nitrogen,Nitrogen,True,False
gaia_b07_n3_dacs_t02_88fe2b,gaia_b07_n3,dacs,a3,film,Who directed the 2010 film 'Inception'?,christopher nolan,Christopher Nolan,True,False
gaia_b07_n3_dacs_t03_bc9982,gaia_b07_n3,dacs,a1,history,Who was the 16th President of the United States?,abraham lincoln,Abraham Lincoln,True,False
gaia_b07_n3_dacs_t03_bc9982,gaia_b07_n3,dacs,a2,science,"What is the most abundant gas in Earth's atmosphere, by percentage?",nitrogen,Nitrogen (N₂),True,False
gaia_b07_n3_dacs_t03_bc9982,gaia_b07_n3,dacs,a3,film,Who directed the 2010 film 'Inception'?,christopher nolan,Christopher Nolan,True,False
gaia_b07_n3_dacs_t03_bdcaed,gaia_b07_n3,dacs,a1,history,Who was the 16th President of the United States?,abraham lincoln,Abraham Lincoln,True,False
gaia_b07_n3_dacs_t03_bdcaed,gaia_b07_n3,dacs,a2,science,"What is the most abundant gas in Earth's atmosphere, by percentage?",nitrogen,"Nitrogen (N₂), approximately 78%",True,False
gaia_b07_n3_dacs_t03_bdcaed,gaia_b07_n3,dacs,a3,film,Who directed the 2010 film 'Inception'?,christopher nolan,Christopher Nolan,True,False
gaia_b07_n3_dacs_t04_17f60c,gaia_b07_n3,dacs,a1,history,Who was the 16th President of the United States?,abraham lincoln,Abraham Lincoln,True,False
gaia_b07_n3_dacs_t04_17f60c,gaia_b07_n3,dacs,a2,science,"What is the most abundant gas in Earth's atmosphere, by percentage?",nitrogen,Nitrogen (approximately 78%),True,False
gaia_b07_n3_dacs_t04_17f60c,gaia_b07_n3,dacs,a3,film,Who directed the 2010 film 'Inception'?,christopher nolan,Christopher Nolan,True,False
gaia_b07_n3_dacs_t04_9df2c3,gaia_b07_n3,dacs,a1,history,Who was the 16th President of the United States?,abraham lincoln,Abraham Lincoln,True,False
gaia_b07_n3_dacs_t04_9df2c3,gaia_b07_n3,dacs,a2,science,"What is the most abundant gas in Earth's atmosphere, by percentage?",nitrogen,Nitrogen (N₂) - approximately 78%,True,False
gaia_b07_n3_dacs_t04_9df2c3,gaia_b07_n3,dacs,a3,film,Who directed the 2010 film 'Inception'?,christopher nolan,Christopher Nolan,True,False
gaia_b07_n3_dacs_t05_127702,gaia_b07_n3,dacs,a1,history,Who was the 16th President of the United States?,abraham lincoln,Abraham Lincoln,True,False
gaia_b07_n3_dacs_t05_127702,gaia_b07_n3,dacs,a2,science,"What is the most abundant gas in Earth's atmosphere, by percentage?",nitrogen,Nitrogen (approximately 78%),True,False
gaia_b07_n3_dacs_t05_127702,gaia_b07_n3,dacs,a3,film,Who directed the 2010 film 'Inception'?,christopher nolan,Christopher Nolan,True,False
gaia_b07_n3_dacs_t05_5c950f,gaia_b07_n3,dacs,a1,history,Who was the 16th President of the United States?,abraham lincoln,Abraham Lincoln,True,False
gaia_b07_n3_dacs_t05_5c950f,gaia_b07_n3,dacs,a2,science,"What is the most abundant gas in Earth's atmosphere, by percentage?",nitrogen,Nitrogen (N₂),True,False
gaia_b07_n3_dacs_t05_5c950f,gaia_b07_n3,dacs,a3,film,Who directed the 2010 film 'Inception'?,christopher nolan,Christopher Nolan,True,False
gaia_b08_n3_baseline_t01_4c5d06,gaia_b08_n3,baseline,a1,maths,How many sides does a regular icosahedron have?,20,20,True,False
gaia_b08_n3_baseline_t01_4c5d06,gaia_b08_n3,baseline,a2,literature,Who wrote the novel 'War and Peace'?,leo tolstoy,Leo Tolstoy,True,False
gaia_b08_n3_baseline_t01_4c5d06,gaia_b08_n3,baseline,a3,geography,What is the deepest ocean on Earth?,pacific ocean,Pacific Ocean,True,False
gaia_b08_n3_baseline_t01_e45d62,gaia_b08_n3,baseline,a1,maths,How many sides does a regular icosahedron have?,20,20,True,False
gaia_b08_n3_baseline_t01_e45d62,gaia_b08_n3,baseline,a2,literature,Who wrote the novel 'War and Peace'?,leo tolstoy,Leo Tolstoy,True,False
gaia_b08_n3_baseline_t01_e45d62,gaia_b08_n3,baseline,a3,geography,What is the deepest ocean on Earth?,pacific ocean,Pacific Ocean,True,False
gaia_b08_n3_baseline_t02_796cbf,gaia_b08_n3,baseline,a1,maths,How many sides does a regular icosahedron have?,20,20,True,False
gaia_b08_n3_baseline_t02_796cbf,gaia_b08_n3,baseline,a2,literature,Who wrote the novel 'War and Peace'?,leo tolstoy,Leo Tolstoy,True,False
gaia_b08_n3_baseline_t02_796cbf,gaia_b08_n3,baseline,a3,geography,What is the deepest ocean on Earth?,pacific ocean,Pacific Ocean,True,False
gaia_b08_n3_baseline_t02_ca1bfa,gaia_b08_n3,baseline,a1,maths,How many sides does a regular icosahedron have?,20,20,True,False
gaia_b08_n3_baseline_t02_ca1bfa,gaia_b08_n3,baseline,a2,literature,Who wrote the novel 'War and Peace'?,leo tolstoy,Leo Tolstoy,True,False
gaia_b08_n3_baseline_t02_ca1bfa,gaia_b08_n3,baseline,a3,geography,What is the deepest ocean on Earth?,pacific ocean,Pacific Ocean,True,False
gaia_b08_n3_baseline_t03_31f872,gaia_b08_n3,baseline,a1,maths,How many sides does a regular icosahedron have?,20,30,False,False
gaia_b08_n3_baseline_t03_31f872,gaia_b08_n3,baseline,a2,literature,Who wrote the novel 'War and Peace'?,leo tolstoy,Leo Tolstoy,True,False
gaia_b08_n3_baseline_t03_31f872,gaia_b08_n3,baseline,a3,geography,What is the deepest ocean on Earth?,pacific ocean,Pacific Ocean,True,False
gaia_b08_n3_baseline_t03_83ca15,gaia_b08_n3,baseline,a1,maths,How many sides does a regular icosahedron have?,20,20,True,False
gaia_b08_n3_baseline_t03_83ca15,gaia_b08_n3,baseline,a2,literature,Who wrote the novel 'War and Peace'?,leo tolstoy,Leo Tolstoy,True,False
gaia_b08_n3_baseline_t03_83ca15,gaia_b08_n3,baseline,a3,geography,What is the deepest ocean on Earth?,pacific ocean,Pacific Ocean,True,False
gaia_b08_n3_baseline_t04_af4bd3,gaia_b08_n3,baseline,a1,maths,How many sides does a regular icosahedron have?,20,20,True,False
gaia_b08_n3_baseline_t04_af4bd3,gaia_b08_n3,baseline,a2,literature,Who wrote the novel 'War and Peace'?,leo tolstoy,Leo Tolstoy,True,False
gaia_b08_n3_baseline_t04_af4bd3,gaia_b08_n3,baseline,a3,geography,What is the deepest ocean on Earth?,pacific ocean,Pacific Ocean,True,False
gaia_b08_n3_baseline_t04_b18e83,gaia_b08_n3,baseline,a1,maths,How many sides does a regular icosahedron have?,20,20,True,False
gaia_b08_n3_baseline_t04_b18e83,gaia_b08_n3,baseline,a2,literature,Who wrote the novel 'War and Peace'?,leo tolstoy,Leo Tolstoy,True,False
gaia_b08_n3_baseline_t04_b18e83,gaia_b08_n3,baseline,a3,geography,What is the deepest ocean on Earth?,pacific ocean,Pacific Ocean,True,False
gaia_b08_n3_baseline_t05_f70770,gaia_b08_n3,baseline,a1,maths,How many sides does a regular icosahedron have?,20,30,False,False
gaia_b08_n3_baseline_t05_f70770,gaia_b08_n3,baseline,a2,literature,Who wrote the novel 'War and Peace'?,leo tolstoy,Leo Tolstoy,True,False
gaia_b08_n3_baseline_t05_f70770,gaia_b08_n3,baseline,a3,geography,What is the deepest ocean on Earth?,pacific ocean,Pacific Ocean,True,False
gaia_b08_n3_baseline_t05_ffc88c,gaia_b08_n3,baseline,a1,maths,How many sides does a regular icosahedron have?,20,20,True,False
gaia_b08_n3_baseline_t05_ffc88c,gaia_b08_n3,baseline,a2,literature,Who wrote the novel 'War and Peace'?,leo tolstoy,Leo Tolstoy,True,False
gaia_b08_n3_baseline_t05_ffc88c,gaia_b08_n3,baseline,a3,geography,What is the deepest ocean on Earth?,pacific ocean,Pacific Ocean,True,False
gaia_b08_n3_dacs_t01_2deb8d,gaia_b08_n3,dacs,a1,maths,How many sides does a regular icosahedron have?,20,20,True,False
gaia_b08_n3_dacs_t01_2deb8d,gaia_b08_n3,dacs,a2,literature,Who wrote the novel 'War and Peace'?,leo tolstoy,Leo Tolstoy,True,False
gaia_b08_n3_dacs_t01_2deb8d,gaia_b08_n3,dacs,a3,geography,What is the deepest ocean on Earth?,pacific ocean,Pacific Ocean,True,False
gaia_b08_n3_dacs_t01_9f7d7d,gaia_b08_n3,dacs,a1,maths,How many sides does a regular icosahedron have?,20,20,True,False
gaia_b08_n3_dacs_t01_9f7d7d,gaia_b08_n3,dacs,a2,literature,Who wrote the novel 'War and Peace'?,leo tolstoy,Leo Tolstoy,True,False
gaia_b08_n3_dacs_t01_9f7d7d,gaia_b08_n3,dacs,a3,geography,What is the deepest ocean on Earth?,pacific ocean,Pacific Ocean,True,False
gaia_b08_n3_dacs_t02_640982,gaia_b08_n3,dacs,a1,maths,How many sides does a regular icosahedron have?,20,20,True,False
gaia_b08_n3_dacs_t02_640982,gaia_b08_n3,dacs,a2,literature,Who wrote the novel 'War and Peace'?,leo tolstoy,Leo Tolstoy,True,False
gaia_b08_n3_dacs_t02_640982,gaia_b08_n3,dacs,a3,geography,What is the deepest ocean on Earth?,pacific ocean,Pacific Ocean,True,False
gaia_b08_n3_dacs_t02_86be69,gaia_b08_n3,dacs,a1,maths,How many sides does a regular icosahedron have?,20,20,True,False
gaia_b08_n3_dacs_t02_86be69,gaia_b08_n3,dacs,a2,literature,Who wrote the novel 'War and Peace'?,leo tolstoy,Leo Tolstoy,True,False
gaia_b08_n3_dacs_t02_86be69,gaia_b08_n3,dacs,a3,geography,What is the deepest ocean on Earth?,pacific ocean,Pacific Ocean,True,False
gaia_b08_n3_dacs_t03_1f1192,gaia_b08_n3,dacs,a1,maths,How many sides does a regular icosahedron have?,20,30,False,False
gaia_b08_n3_dacs_t03_1f1192,gaia_b08_n3,dacs,a2,literature,Who wrote the novel 'War and Peace'?,leo tolstoy,Leo Tolstoy,True,False
gaia_b08_n3_dacs_t03_1f1192,gaia_b08_n3,dacs,a3,geography,What is the deepest ocean on Earth?,pacific ocean,Pacific Ocean,True,False
gaia_b08_n3_dacs_t03_277072,gaia_b08_n3,dacs,a1,maths,How many sides does a regular icosahedron have?,20,20,True,False
gaia_b08_n3_dacs_t03_277072,gaia_b08_n3,dacs,a2,literature,Who wrote the novel 'War and Peace'?,leo tolstoy,Leo Tolstoy,True,False
gaia_b08_n3_dacs_t03_277072,gaia_b08_n3,dacs,a3,geography,What is the deepest ocean on Earth?,pacific ocean,Pacific Ocean,True,False
gaia_b08_n3_dacs_t04_5fd4d8,gaia_b08_n3,dacs,a1,maths,How many sides does a regular icosahedron have?,20,20,True,False
gaia_b08_n3_dacs_t04_5fd4d8,gaia_b08_n3,dacs,a2,literature,Who wrote the novel 'War and Peace'?,leo tolstoy,Leo Tolstoy,True,False
gaia_b08_n3_dacs_t04_5fd4d8,gaia_b08_n3,dacs,a3,geography,What is the deepest ocean on Earth?,pacific ocean,Pacific Ocean,True,False
gaia_b08_n3_dacs_t04_8ba7a9,gaia_b08_n3,dacs,a1,maths,How many sides does a regular icosahedron have?,20,20,True,False
gaia_b08_n3_dacs_t04_8ba7a9,gaia_b08_n3,dacs,a2,literature,Who wrote the novel 'War and Peace'?,leo tolstoy,Leo Tolstoy,True,False
gaia_b08_n3_dacs_t04_8ba7a9,gaia_b08_n3,dacs,a3,geography,What is the deepest ocean on Earth?,pacific ocean,Pacific Ocean,True,False
gaia_b08_n3_dacs_t05_628f3a,gaia_b08_n3,dacs,a1,maths,How many sides does a regular icosahedron have?,20,20,True,False
gaia_b08_n3_dacs_t05_628f3a,gaia_b08_n3,dacs,a2,literature,Who wrote the novel 'War and Peace'?,leo tolstoy,Leo Tolstoy,True,False
gaia_b08_n3_dacs_t05_628f3a,gaia_b08_n3,dacs,a3,geography,What is the deepest ocean on Earth?,pacific ocean,Pacific Ocean,True,False
gaia_b08_n3_dacs_t05_e8f681,gaia_b08_n3,dacs,a1,maths,How many sides does a regular icosahedron have?,20,20,True,False
gaia_b08_n3_dacs_t05_e8f681,gaia_b08_n3,dacs,a2,literature,Who wrote the novel 'War and Peace'?,leo tolstoy,Leo Tolstoy,True,False
gaia_b08_n3_dacs_t05_e8f681,gaia_b08_n3,dacs,a3,geography,What is the deepest ocean on Earth?,pacific ocean,Pacific Ocean,True,False
gaia_b09_n3_baseline_t01_533517,gaia_b09_n3,baseline,a1,technology,Who co-founded Apple Inc. along with Steve Jobs and Ronald Wayne in 1976?,steve wozniak,Steve Wozniak,True,False
gaia_b09_n3_baseline_t01_533517,gaia_b09_n3,baseline,a2,sport,Which country won the FIFA World Cup in 2018?,france,France,True,False
gaia_b09_n3_baseline_t01_533517,gaia_b09_n3,baseline,a3,science,What does DNA stand for?,deoxyribonucleic acid,Deoxyribonucleic Acid,True,False
gaia_b09_n3_baseline_t01_b9fded,gaia_b09_n3,baseline,a1,technology,Who co-founded Apple Inc. along with Steve Jobs and Ronald Wayne in 1976?,steve wozniak,Steve Wozniak,True,False
gaia_b09_n3_baseline_t01_b9fded,gaia_b09_n3,baseline,a2,sport,Which country won the FIFA World Cup in 2018?,france,France,True,False
gaia_b09_n3_baseline_t01_b9fded,gaia_b09_n3,baseline,a3,science,What does DNA stand for?,deoxyribonucleic acid,Deoxyribonucleic Acid,True,False
gaia_b09_n3_baseline_t02_8b1873,gaia_b09_n3,baseline,a1,technology,Who co-founded Apple Inc. along with Steve Jobs and Ronald Wayne in 1976?,steve wozniak,Steve Wozniak,True,False
gaia_b09_n3_baseline_t02_8b1873,gaia_b09_n3,baseline,a2,sport,Which country won the FIFA World Cup in 2018?,france,France,True,False
gaia_b09_n3_baseline_t02_8b1873,gaia_b09_n3,baseline,a3,science,What does DNA stand for?,deoxyribonucleic acid,Deoxyribonucleic Acid,True,False
gaia_b09_n3_baseline_t02_c801be,gaia_b09_n3,baseline,a1,technology,Who co-founded Apple Inc. along with Steve Jobs and Ronald Wayne in 1976?,steve wozniak,Steve Wozniak,True,False
gaia_b09_n3_baseline_t02_c801be,gaia_b09_n3,baseline,a2,sport,Which country won the FIFA World Cup in 2018?,france,France,True,False
gaia_b09_n3_baseline_t02_c801be,gaia_b09_n3,baseline,a3,science,What does DNA stand for?,deoxyribonucleic acid,Deoxyribonucleic Acid,True,False
gaia_b09_n3_baseline_t03_6b4389,gaia_b09_n3,baseline,a1,technology,Who co-founded Apple Inc. along with Steve Jobs and Ronald Wayne in 1976?,steve wozniak,Steve Wozniak,True,False
gaia_b09_n3_baseline_t03_6b4389,gaia_b09_n3,baseline,a2,sport,Which country won the FIFA World Cup in 2018?,france,France,True,False
gaia_b09_n3_baseline_t03_6b4389,gaia_b09_n3,baseline,a3,science,What does DNA stand for?,deoxyribonucleic acid,Deoxyribonucleic Acid,True,False
gaia_b09_n3_baseline_t03_ca6b97,gaia_b09_n3,baseline,a1,technology,Who co-founded Apple Inc. along with Steve Jobs and Ronald Wayne in 1976?,steve wozniak,Steve Wozniak,True,False
gaia_b09_n3_baseline_t03_ca6b97,gaia_b09_n3,baseline,a2,sport,Which country won the FIFA World Cup in 2018?,france,France,True,False
gaia_b09_n3_baseline_t03_ca6b97,gaia_b09_n3,baseline,a3,science,What does DNA stand for?,deoxyribonucleic acid,Deoxyribonucleic Acid,True,False
gaia_b09_n3_baseline_t04_7868ac,gaia_b09_n3,baseline,a1,technology,Who co-founded Apple Inc. along with Steve Jobs and Ronald Wayne in 1976?,steve wozniak,Steve Wozniak,True,False
gaia_b09_n3_baseline_t04_7868ac,gaia_b09_n3,baseline,a2,sport,Which country won the FIFA World Cup in 2018?,france,France,True,False
gaia_b09_n3_baseline_t04_7868ac,gaia_b09_n3,baseline,a3,science,What does DNA stand for?,deoxyribonucleic acid,Deoxyribonucleic Acid,True,False
gaia_b09_n3_baseline_t04_9a1ad6,gaia_b09_n3,baseline,a1,technology,Who co-founded Apple Inc. along with Steve Jobs and Ronald Wayne in 1976?,steve wozniak,Steve Wozniak,True,False
gaia_b09_n3_baseline_t04_9a1ad6,gaia_b09_n3,baseline,a2,sport,Which country won the FIFA World Cup in 2018?,france,France,True,False
gaia_b09_n3_baseline_t04_9a1ad6,gaia_b09_n3,baseline,a3,science,What does DNA stand for?,deoxyribonucleic acid,deoxyribonucleic acid,True,False
gaia_b09_n3_baseline_t05_754aea,gaia_b09_n3,baseline,a1,technology,Who co-founded Apple Inc. along with Steve Jobs and Ronald Wayne in 1976?,steve wozniak,Steve Wozniak,True,False
gaia_b09_n3_baseline_t05_754aea,gaia_b09_n3,baseline,a2,sport,Which country won the FIFA World Cup in 2018?,france,France,True,False
gaia_b09_n3_baseline_t05_754aea,gaia_b09_n3,baseline,a3,science,What does DNA stand for?,deoxyribonucleic acid,Deoxyribonucleic Acid,True,False
gaia_b09_n3_baseline_t05_87cd81,gaia_b09_n3,baseline,a1,technology,Who co-founded Apple Inc. along with Steve Jobs and Ronald Wayne in 1976?,steve wozniak,Steve Wozniak,True,False
gaia_b09_n3_baseline_t05_87cd81,gaia_b09_n3,baseline,a2,sport,Which country won the FIFA World Cup in 2018?,france,France,True,False
gaia_b09_n3_baseline_t05_87cd81,gaia_b09_n3,baseline,a3,science,What does DNA stand for?,deoxyribonucleic acid,Deoxyribonucleic Acid,True,False
gaia_b09_n3_dacs_t01_75a11c,gaia_b09_n3,dacs,a1,technology,Who co-founded Apple Inc. along with Steve Jobs and Ronald Wayne in 1976?,steve wozniak,Steve Wozniak,True,False
gaia_b09_n3_dacs_t01_75a11c,gaia_b09_n3,dacs,a2,sport,Which country won the FIFA World Cup in 2018?,france,France,True,False
gaia_b09_n3_dacs_t01_75a11c,gaia_b09_n3,dacs,a3,science,What does DNA stand for?,deoxyribonucleic acid,Deoxyribonucleic Acid,True,False
gaia_b09_n3_dacs_t01_a6ed00,gaia_b09_n3,dacs,a1,technology,Who co-founded Apple Inc. along with Steve Jobs and Ronald Wayne in 1976?,steve wozniak,Steve Wozniak,True,False
gaia_b09_n3_dacs_t01_a6ed00,gaia_b09_n3,dacs,a2,sport,Which country won the FIFA World Cup in 2018?,france,France,True,False
gaia_b09_n3_dacs_t01_a6ed00,gaia_b09_n3,dacs,a3,science,What does DNA stand for?,deoxyribonucleic acid,Deoxyribonucleic Acid,True,False
gaia_b09_n3_dacs_t02_370536,gaia_b09_n3,dacs,a1,technology,Who co-founded Apple Inc. along with Steve Jobs and Ronald Wayne in 1976?,steve wozniak,Steve Wozniak,True,False
